CUSTNO	CODE	DESCR	DELETED	INACTIVE	SBDESCR	USEONSB	OLDSEQNO	LASTMODIFIED	IMPORTID	EFFDATE	TERMDATE	ICD_VERSION	CREATE_USER	CREATE_DATE	UPDATE_USER	DELETE_USER	DELETE_DATE
10031998	F10.250	Alcohol depend w alcoh-induce psychotic disorder w delusions	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.251	Alcohol depend w alcoh-induce psychotic disorder w hallucin	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.259	Alcohol dependence w alcoh-induce psychotic disorder, unsp	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.26	Alcohol depend w alcoh-induce persisting amnestic disorder	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.27	Alcohol dependence with alcohol-induced persisting dementia	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.280	Alcohol dependence with alcohol-induced anxiety disorder	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.281	Alcohol dependence with alcohol-induced sexual dysfunction	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.282	Alcohol dependence with alcohol-induced sleep disorder	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.288	Alcohol dependence with other alcohol-induced disorder	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.29	Alcohol dependence with unspecified alcohol-induced disorder	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.90	Alcohol use, unspecified, uncomplicated	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.91	Alcohol use, unspecified, in remission	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.920	Alcohol use, unspecified with intoxication, uncomplicated	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.921	Alcohol use, unspecified with intoxication delirium	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.929	Alcohol use, unspecified with intoxication, unspecified	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.930	Alcohol use, unspecified with withdrawal, uncomplicated	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.931	Alcohol use, unspecified with withdrawal delirium	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.932	Alcohol use, unspecified with w/drawal w perceptual disturb	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.939	Alcohol use, unspecified with withdrawal, unspecified	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.94	Alcohol use, unspecified with alcohol-induced mood disorder	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.950	Alcohol use, unsp w alcoh-induce psych disorder w delusions	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.951	Alcohol use, unsp w alcoh-induce psych disorder w hallucin	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.959	Alcohol use, unsp w alcohol-induced psychotic disorder, unsp	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.96	Alcohol use, unsp w alcoh-induce persist amnestic disorder	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.97	Alcohol use, unsp with alcohol-induced persisting dementia	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.980	Alcohol use, unsp with alcohol-induced anxiety disorder	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.981	Alcohol use, unsp with alcohol-induced sexual dysfunction	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.982	Alcohol use, unspecified with alcohol-induced sleep disorder	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.988	Alcohol use, unspecified with other alcohol-induced disorder	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	F10.99	Alcohol use, unsp with unspecified alcohol-induced disorder	0	N		N		03/02/2025 21:09:12				10	shamika.vantage	03/02/2025 21:09:12	shamika.vantage		
10031998	G31.84	Mild cognitive impairment of uncertain or unknown etiology	0	N		N		03/02/2025 21:10:00				10	shamika.vantage	03/02/2025 21:10:00	shamika.vantage		
10031998	R41.840	Attention and concentration deficit	0	N		N		03/02/2025 21:10:31				10	shamika.vantage	03/02/2025 21:10:31	shamika.vantage		
10031998	F14.10	Cocaine abuse, uncomplicated	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.11	Cocaine abuse, in remission	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.120	Cocaine abuse with intoxication, uncomplicated	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.121	Cocaine abuse with intoxication with delirium	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.122	Cocaine abuse with intoxication with perceptual disturbance	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.129	Cocaine abuse with intoxication, unspecified	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.13	Cocaine abuse, unspecified with withdrawal	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.14	Cocaine abuse with cocaine-induced mood disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.150	Cocaine abuse w cocaine-induc psychotic disorder w delusions	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.151	Cocaine abuse w cocaine-induc psychotic disorder w hallucin	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.159	Cocaine abuse with cocaine-induced psychotic disorder, unsp	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.180	Cocaine abuse with cocaine-induced anxiety disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.181	Cocaine abuse with cocaine-induced sexual dysfunction	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.182	Cocaine abuse with cocaine-induced sleep disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.188	Cocaine abuse with other cocaine-induced disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.19	Cocaine abuse with unspecified cocaine-induced disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.20	Cocaine dependence, uncomplicated	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.21	Cocaine dependence, in remission	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.220	Cocaine dependence with intoxication, uncomplicated	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.221	Cocaine dependence with intoxication delirium	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.222	Cocaine dependence w intoxication w perceptual disturbance	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.229	Cocaine dependence with intoxication, unspecified	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.23	Cocaine dependence with withdrawal	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.24	Cocaine dependence with cocaine-induced mood disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.250	Cocaine depend w cocaine-induc psych disorder w delusions	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.251	Cocaine depend w cocaine-induc psychotic disorder w hallucin	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.259	Cocaine dependence w cocaine-induc psychotic disorder, unsp	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.280	Cocaine dependence with cocaine-induced anxiety disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.281	Cocaine dependence with cocaine-induced sexual dysfunction	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.282	Cocaine dependence with cocaine-induced sleep disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.288	Cocaine dependence with other cocaine-induced disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.29	Cocaine dependence with unspecified cocaine-induced disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.90	Cocaine use, unspecified, uncomplicated	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.91	Cocaine use, unspecified, in remission	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.920	Cocaine use, unspecified with intoxication, uncomplicated	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.921	Cocaine use, unspecified with intoxication delirium	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.922	Cocaine use, unsp w intoxication with perceptual disturbance	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.929	Cocaine use, unspecified with intoxication, unspecified	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.93	Cocaine use, unspecified with withdrawal	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.94	Cocaine use, unspecified with cocaine-induced mood disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.950	Cocaine use, unsp w cocaine-induc psych disorder w delusions	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.951	Cocaine use, unsp w cocaine-induc psych disorder w hallucin	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.959	Cocaine use, unsp w cocaine-induced psychotic disorder, unsp	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.980	Cocaine use, unsp with cocaine-induced anxiety disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.981	Cocaine use, unsp with cocaine-induced sexual dysfunction	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.982	Cocaine use, unspecified with cocaine-induced sleep disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.988	Cocaine use, unspecified with other cocaine-induced disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F14.99	Cocaine use, unsp with unspecified cocaine-induced disorder	0	N		N		03/02/2025 21:12:15				10	shamika.vantage	03/02/2025 21:12:14	shamika.vantage		
10031998	F11.10	Opioid abuse, uncomplicated	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.11	Opioid abuse, in remission	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.120	Opioid abuse with intoxication, uncomplicated	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.121	Opioid abuse with intoxication delirium	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.122	Opioid abuse with intoxication with perceptual disturbance	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.129	Opioid abuse with intoxication, unspecified	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.13	Opioid abuse with withdrawal	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.14	Opioid abuse with opioid-induced mood disorder	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.150	Opioid abuse w opioid-induced psychotic disorder w delusions	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.151	Opioid abuse w opioid-induced psychotic disorder w hallucin	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.159	Opioid abuse with opioid-induced psychotic disorder, unsp	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.181	Opioid abuse with opioid-induced sexual dysfunction	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.182	Opioid abuse with opioid-induced sleep disorder	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.188	Opioid abuse with other opioid-induced disorder	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.19	Opioid abuse with unspecified opioid-induced disorder	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.20	Opioid dependence, uncomplicated	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.21	Opioid dependence, in remission	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.220	Opioid dependence with intoxication, uncomplicated	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.221	Opioid dependence with intoxication delirium	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.222	Opioid dependence w intoxication with perceptual disturbance	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.229	Opioid dependence with intoxication, unspecified	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.23	Opioid dependence with withdrawal	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.24	Opioid dependence with opioid-induced mood disorder	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.250	Opioid depend w opioid-induc psychotic disorder w delusions	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.251	Opioid depend w opioid-induc psychotic disorder w hallucin	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.259	Opioid dependence w opioid-induced psychotic disorder, unsp	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.281	Opioid dependence with opioid-induced sexual dysfunction	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.282	Opioid dependence with opioid-induced sleep disorder	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.288	Opioid dependence with other opioid-induced disorder	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.29	Opioid dependence with unspecified opioid-induced disorder	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.90	Opioid use, unspecified, uncomplicated	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.91	Opioid use, unspecified, in remission	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.920	Opioid use, unspecified with intoxication, uncomplicated	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.921	Opioid use, unspecified with intoxication delirium	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.922	Opioid use, unsp w intoxication with perceptual disturbance	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.929	Opioid use, unspecified with intoxication, unspecified	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.93	Opioid use, unspecified with withdrawal	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.94	Opioid use, unspecified with opioid-induced mood disorder	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.950	Opioid use, unsp w opioid-induc psych disorder w delusions	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.951	Opioid use, unsp w opioid-induc psych disorder w hallucin	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.959	Opioid use, unsp w opioid-induced psychotic disorder, unsp	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.981	Opioid use, unsp with opioid-induced sexual dysfunction	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.982	Opioid use, unspecified with opioid-induced sleep disorder	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.988	Opioid use, unspecified with other opioid-induced disorder	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F11.99	Opioid use, unsp with unspecified opioid-induced disorder	0	N		N		03/02/2025 21:13:25				10	shamika.vantage	03/02/2025 21:13:24	shamika.vantage		
10031998	F12.10	Cannabis abuse, uncomplicated	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.11	Cannabis abuse, in remission	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.120	Cannabis abuse with intoxication, uncomplicated	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.121	Cannabis abuse with intoxication delirium	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.122	Cannabis abuse with intoxication with perceptual disturbance	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.129	Cannabis abuse with intoxication, unspecified	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.13	Cannabis abuse with withdrawal	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.150	Cannabis abuse with psychotic disorder with delusions	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.151	Cannabis abuse with psychotic disorder with hallucinations	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.159	Cannabis abuse with psychotic disorder, unspecified	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.180	Cannabis abuse with cannabis-induced anxiety disorder	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.188	Cannabis abuse with other cannabis-induced disorder	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.19	Cannabis abuse with unspecified cannabis-induced disorder	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
10031998	F12.20	Cannabis dependence, uncomplicated	0	N		N		03/02/2025 21:14:32				10	shamika.vantage	03/02/2025 21:14:32	shamika.vantage		
