instance_key,customer_account,customer_name,report_name,report_id,run_http_status,run_api_status,identifier,run_status_message,run_retries,db_updated,fetch_http_status,fetch_api_status,fetch_status_message,fetch_retries,rows_fetched,file_written
vantage,10034812,SAN DIEGO WELLNESS,CHARGES_ON_HOLD,10083396,200,SUCCESS,14502773,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,774,TRUE
enhance_health,10026936,EDEN BY ENHANCE,GROSS_BILLING,10078486,200,SUCCESS,14502774,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,3,TRUE,200,SUCCESS,Results successfully retrieved.,0,4095,TRUE
vantage,10034187,THE TRINITY WELLNESS GROUP,CHARGES_ON_HOLD,10083396,200,SUCCESS,14502778,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,1166,TRUE
enhance_health,10026716,"EMBRACE TREATMENT, LLC",GROSS_BILLING,10078486,200,SUCCESS,14502780,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,5273,TRUE
vantage,10032876,AMITY PALM BEACH,CHARGES_ON_HOLD,10083396,200,SUCCESS,14502784,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,3916,TRUE
enhance_health,10023994,"ENHANCE HEALTH GROUP, LLC",GROSS_BILLING,10078486,200,SUCCESS,14502786,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,81898,TRUE
vantage,10035136,LIAH WELLNESS CENTER LLC,CHARGES_ON_HOLD,10083396,200,SUCCESS,14502792,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,2,TRUE,200,SUCCESS,Results successfully retrieved.,0,800,TRUE
vantage,10035138,LIAH WELLNESS SERVICES PLLC,CHARGES_ON_HOLD,10083396,200,SUCCESS,14502798,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,TRUE
vantage,10035139,THE BRIDGES OF HOUSTON LLC,CHARGES_ON_HOLD,10083396,200,SUCCESS,14502799,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,737,TRUE
vantage,10031998,1 SOLUTION WELLNESS,CLAIM_STAGE_BREAKDOWN,10062056,200,SUCCESS,14502803,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,2333,TRUE
vantage,10032271,AMITY SAN DIEGO,CLAIM_STAGE_BREAKDOWN,10062056,200,SUCCESS,14502809,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,2447,TRUE
vantage,10032272,NORTHRIDGE ADDICTION TREATMENT CENTERS,CLAIM_STAGE_BREAKDOWN,10062056,200,SUCCESS,14502814,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,278,TRUE
vantage,10034661,PASSAGE TO RECOVERY,CLAIM_STAGE_BREAKDOWN,10062056,200,SUCCESS,14502815,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,696,TRUE
vantage,10034812,SAN DIEGO WELLNESS,CLAIM_STAGE_BREAKDOWN,10062056,200,SUCCESS,14502816,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,539,TRUE
vantage,10034187,THE TRINITY WELLNESS GROUP,CLAIM_STAGE_BREAKDOWN,10062056,200,SUCCESS,14502817,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,651,TRUE
vantage,10032876,AMITY PALM BEACH,CLAIM_STAGE_BREAKDOWN,10062056,200,SUCCESS,14502818,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,2008,TRUE
vantage,10035136,LIAH WELLNESS CENTER LLC,CLAIM_STAGE_BREAKDOWN,10062056,200,SUCCESS,14502822,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,409,TRUE
vantage,10035138,LIAH WELLNESS SERVICES PLLC,CLAIM_STAGE_BREAKDOWN,10062056,200,SUCCESS,14502824,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,TRUE
vantage,10035139,THE BRIDGES OF HOUSTON LLC,CLAIM_STAGE_BREAKDOWN,10062056,200,SUCCESS,14502825,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,379,TRUE
vantage,10031998,1 SOLUTION WELLNESS,DENIAL_TRENDS,10062057,200,SUCCESS,14502826,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,5474,TRUE
enhance_health,10026559,10026559,GROSS_BILLING,10078486,200,SUCCESS,14502837,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,9,TRUE,200,SUCCESS,Results successfully retrieved.,0,8311,TRUE
vantage,10032271,AMITY SAN DIEGO,DENIAL_TRENDS,10062057,200,SUCCESS,14502848,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,2,TRUE,200,SUCCESS,Results successfully retrieved.,0,4649,TRUE
enhance_health,10028395,CK FAMILY THERAPY,CHARGES_ON_HOLD,10078375,200,SUCCESS,14502850,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,15184,TRUE
vantage,10032272,NORTHRIDGE ADDICTION TREATMENT CENTERS,DENIAL_TRENDS,10062057,200,SUCCESS,14502857,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,2,TRUE,200,SUCCESS,Results successfully retrieved.,0,575,TRUE
enhance_health,10026936,EDEN BY ENHANCE,CHARGES_ON_HOLD,10078375,200,SUCCESS,14502858,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,2,TRUE,200,SUCCESS,Results successfully retrieved.,0,4095,TRUE
vantage,10034661,PASSAGE TO RECOVERY,DENIAL_TRENDS,10062057,200,SUCCESS,14502859,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,674,TRUE
vantage,10034812,SAN DIEGO WELLNESS,DENIAL_TRENDS,10062057,200,SUCCESS,14502860,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,303,TRUE
vantage,10034187,THE TRINITY WELLNESS GROUP,DENIAL_TRENDS,10062057,200,SUCCESS,14502862,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,612,TRUE
vantage,10032876,AMITY PALM BEACH,DENIAL_TRENDS,10062057,200,SUCCESS,14502863,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,3330,TRUE
enhance_health,10026716,"EMBRACE TREATMENT, LLC",CHARGES_ON_HOLD,10078375,200,SUCCESS,14502867,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,5273,TRUE
vantage,10035136,LIAH WELLNESS CENTER LLC,DENIAL_TRENDS,10062057,200,SUCCESS,14502868,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,188,TRUE
vantage,10035138,LIAH WELLNESS SERVICES PLLC,DENIAL_TRENDS,10062057,200,SUCCESS,14502870,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,TRUE
vantage,10035139,THE BRIDGES OF HOUSTON LLC,DENIAL_TRENDS,10062057,200,SUCCESS,14502871,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,403,TRUE
vantage,10031998,1 SOLUTION WELLNESS,GROSS_BILLING,10062059,200,SUCCESS,14502873,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,5169,TRUE
enhance_health,10023994,"ENHANCE HEALTH GROUP, LLC",CHARGES_ON_HOLD,10078375,200,SUCCESS,14502878,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,81898,TRUE
vantage,10032271,AMITY SAN DIEGO,GROSS_BILLING,10062059,200,SUCCESS,14502879,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,5105,TRUE
vantage,10032272,NORTHRIDGE ADDICTION TREATMENT CENTERS,GROSS_BILLING,10062059,200,SUCCESS,14502888,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,605,TRUE
vantage,10034661,PASSAGE TO RECOVERY,GROSS_BILLING,10062059,200,SUCCESS,14502890,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,1208,TRUE
vantage,10034812,SAN DIEGO WELLNESS,GROSS_BILLING,10062059,200,SUCCESS,14502892,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,774,TRUE
vantage,10034187,THE TRINITY WELLNESS GROUP,GROSS_BILLING,10062059,200,SUCCESS,14502894,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,1166,TRUE
vantage,10032876,AMITY PALM BEACH,GROSS_BILLING,10062059,200,SUCCESS,14502895,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,3916,TRUE
vantage,10035136,LIAH WELLNESS CENTER LLC,GROSS_BILLING,10062059,200,SUCCESS,14502905,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,800,TRUE
vantage,10035138,LIAH WELLNESS SERVICES PLLC,GROSS_BILLING,10062059,200,SUCCESS,14502908,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,TRUE
vantage,10035139,THE BRIDGES OF HOUSTON LLC,GROSS_BILLING,10062059,200,SUCCESS,14502909,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,737,TRUE
vantage,10031998,1 SOLUTION WELLNESS,PAYMENT_TREND,10062060,200,SUCCESS,14502910,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,27052,TRUE
vantage,10032271,AMITY SAN DIEGO,PAYMENT_TREND,10062060,200,SUCCESS,14502915,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,19879,TRUE
enhance_health,10026559,10026559,CHARGES_ON_HOLD,10078375,200,SUCCESS,14502920,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,5,TRUE,200,SUCCESS,Results successfully retrieved.,0,8311,TRUE
vantage,10032272,NORTHRIDGE ADDICTION TREATMENT CENTERS,PAYMENT_TREND,10062060,200,SUCCESS,14502924,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,2463,TRUE
vantage,10034661,PASSAGE TO RECOVERY,PAYMENT_TREND,10062060,200,SUCCESS,14502926,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,3727,TRUE
vantage,10034812,SAN DIEGO WELLNESS,PAYMENT_TREND,10062060,200,SUCCESS,14502928,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,1435,TRUE
vantage,10034187,THE TRINITY WELLNESS GROUP,PAYMENT_TREND,10062060,200,SUCCESS,14502930,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,3072,TRUE
vantage,10032876,AMITY PALM BEACH,PAYMENT_TREND,10062060,200,SUCCESS,14502931,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,18492,TRUE
enhance_health,10028395,CK FAMILY THERAPY,CLAIM_STAGE_BREAKDOWN,10078446,200,SUCCESS,14502934,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,5560,TRUE
vantage,10035136,LIAH WELLNESS CENTER LLC,PAYMENT_TREND,10062060,200,SUCCESS,14502941,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,1636,TRUE
vantage,10035138,LIAH WELLNESS SERVICES PLLC,PAYMENT_TREND,10062060,200,SUCCESS,14502942,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,TRUE
vantage,10035139,THE BRIDGES OF HOUSTON LLC,PAYMENT_TREND,10062060,200,SUCCESS,14502943,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,1392,TRUE
enhance_health,10026936,EDEN BY ENHANCE,CLAIM_STAGE_BREAKDOWN,10078446,200,SUCCESS,14502945,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,584,TRUE
enhance_health,10026716,"EMBRACE TREATMENT, LLC",CLAIM_STAGE_BREAKDOWN,10078446,200,SUCCESS,14502946,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,1112,TRUE
vantage,10031998,1 SOLUTION WELLNESS,QUADRANT_PERFORMANCE,10062061,200,SUCCESS,14502950,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,27052,TRUE
enhance_health,10023994,"ENHANCE HEALTH GROUP, LLC",CLAIM_STAGE_BREAKDOWN,10078446,200,SUCCESS,14502951,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,21574,TRUE
vantage,10032271,AMITY SAN DIEGO,QUADRANT_PERFORMANCE,10062061,200,SUCCESS,14502956,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,19879,TRUE
vantage,10032272,NORTHRIDGE ADDICTION TREATMENT CENTERS,QUADRANT_PERFORMANCE,10062061,200,SUCCESS,14502959,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,2463,TRUE
enhance_health,10026559,10026559,CLAIM_STAGE_BREAKDOWN,10078446,200,SUCCESS,14502961,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,2,TRUE,200,SUCCESS,Results successfully retrieved.,0,4079,TRUE
vantage,10034661,PASSAGE TO RECOVERY,QUADRANT_PERFORMANCE,10062061,200,SUCCESS,14502962,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,3727,TRUE
vantage,10034812,SAN DIEGO WELLNESS,QUADRANT_PERFORMANCE,10062061,200,SUCCESS,14502965,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,1435,TRUE
vantage,10034187,THE TRINITY WELLNESS GROUP,QUADRANT_PERFORMANCE,10062061,200,SUCCESS,14502966,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,3072,TRUE
vantage,10032876,AMITY PALM BEACH,QUADRANT_PERFORMANCE,10062061,200,SUCCESS,14502967,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,18492,TRUE
enhance_health,10028395,CK FAMILY THERAPY,DENIAL_TRENDS,10078463,200,SUCCESS,14502970,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,39359,TRUE
vantage,10035136,LIAH WELLNESS CENTER LLC,QUADRANT_PERFORMANCE,10062061,200,SUCCESS,14502972,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,1636,TRUE
vantage,10035138,LIAH WELLNESS SERVICES PLLC,QUADRANT_PERFORMANCE,10062061,200,SUCCESS,14502973,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,TRUE
vantage,10035139,THE BRIDGES OF HOUSTON LLC,QUADRANT_PERFORMANCE,10062061,200,SUCCESS,14502974,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,1392,TRUE
vantage,10031998,1 SOLUTION WELLNESS,RCM_PRODUCTIVITY,10062064,200,SUCCESS,14502976,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,12233,TRUE
vantage,10032271,AMITY SAN DIEGO,RCM_PRODUCTIVITY,10062064,200,SUCCESS,14502990,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,3,TRUE,200,SUCCESS,Results successfully retrieved.,0,13088,TRUE
vantage,10032272,NORTHRIDGE ADDICTION TREATMENT CENTERS,RCM_PRODUCTIVITY,10062064,200,SUCCESS,14503001,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,2,TRUE,200,SUCCESS,Results successfully retrieved.,0,1453,TRUE
vantage,10034661,PASSAGE TO RECOVERY,RCM_PRODUCTIVITY,10062064,200,SUCCESS,14503010,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,3033,TRUE
vantage,10034812,SAN DIEGO WELLNESS,RCM_PRODUCTIVITY,10062064,200,SUCCESS,14503016,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,1311,TRUE
vantage,10034187,THE TRINITY WELLNESS GROUP,RCM_PRODUCTIVITY,10062064,200,SUCCESS,14503023,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,3101,TRUE
vantage,10032876,AMITY PALM BEACH,RCM_PRODUCTIVITY,10062064,200,SUCCESS,14503025,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,9386,TRUE
vantage,10035136,LIAH WELLNESS CENTER LLC,RCM_PRODUCTIVITY,10062064,200,SUCCESS,14503030,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,1206,TRUE
vantage,10035138,LIAH WELLNESS SERVICES PLLC,RCM_PRODUCTIVITY,10062064,200,SUCCESS,14503032,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,NO_DATA,"The report completed successfully, but no records were found matching the criteria used.",0,0,TRUE
vantage,10035139,THE BRIDGES OF HOUSTON LLC,RCM_PRODUCTIVITY,10062064,200,SUCCESS,14503033,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,1019,TRUE
vantage,10031998,1 SOLUTION WELLNESS,USER_TIME_SPREAD,10062065,200,SUCCESS,14503034,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,0,TRUE,200,SUCCESS,Results successfully retrieved.,0,74601,TRUE
vantage,10032271,AMITY SAN DIEGO,USER_TIME_SPREAD,10062065,200,SUCCESS,14503040,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,62993,TRUE
vantage,10032272,NORTHRIDGE ADDICTION TREATMENT CENTERS,USER_TIME_SPREAD,10062065,200,SUCCESS,14503047,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,8052,TRUE
vantage,10034661,PASSAGE TO RECOVERY,USER_TIME_SPREAD,10062065,200,SUCCESS,14503062,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,12265,TRUE
enhance_health,10026936,EDEN BY ENHANCE,DENIAL_TRENDS,10078463,200,SUCCESS,14503067,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,14,TRUE,200,SUCCESS,Results successfully retrieved.,0,7714,TRUE
vantage,10034812,SAN DIEGO WELLNESS,USER_TIME_SPREAD,10062065,200,SUCCESS,14503074,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,5024,TRUE
enhance_health,10026716,"EMBRACE TREATMENT, LLC",DENIAL_TRENDS,10078463,200,SUCCESS,14503080,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,16741,TRUE
vantage,10034187,THE TRINITY WELLNESS GROUP,USER_TIME_SPREAD,10062065,200,SUCCESS,14503089,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,11217,TRUE
vantage,10032876,AMITY PALM BEACH,USER_TIME_SPREAD,10062065,200,SUCCESS,14503101,Your report has been started. Use the provided identifier to see if the report is finished and retrieve the results.,1,TRUE,200,SUCCESS,Results successfully retrieved.,0,53755,TRUE
